Time,Length,bad_packet,Protocol_BROWSER,Protocol_ICMP,Protocol_NBNS,Protocol_TCP,Protocol_TLSv1.2
-0.1091323097728609,-0.5895237291344505,Malicious,-0.0786421768771921,0.8340824792607416,-0.0744765459756698,-0.6988748441880098,-0.2136577524681232
