Time,Length,bad_packet,Protocol_BROWSER,Protocol_ICMP,Protocol_NBNS,Protocol_TCP,Protocol_TLSv1.2
-2.275531033932165,1.7388239653265651,Normal,-0.0786421768771921,-1.1987332135668207,-0.0744765459756698,1.4306458145673862,-0.2136577524681232
